1.598519465163317221e+00,5.628080479515877244e+01,0.000000000000000000e+00
1.601967780753753345e+00,8.357554413409260974e+01,0.000000000000000000e+00
1.777929400030966889e+00,9.242096058466512432e+01,0.000000000000000000e+00
2.816825447534096583e+00,6.524815076456181373e+01,0.000000000000000000e+00
3.578554887071785373e+00,8.293929344575795426e+01,0.000000000000000000e+00
3.982163941921495365e+00,9.679304259487155093e+01,0.000000000000000000e+00
5.729277137616431759e+00,7.917496685558938907e+01,0.000000000000000000e+00
5.731027923844823846e+00,7.821983937420361599e+01,0.000000000000000000e+00
5.795380130433265720e+00,8.877153443023868817e+01,0.000000000000000000e+00
6.201242386188386746e+00,8.930444086241314494e+01,0.000000000000000000e+00
6.413224647390986632e+00,8.896539214934765027e+01,0.000000000000000000e+00
6.541096620350067781e+00,9.528253857990624454e+01,0.000000000000000000e+00
7.028497524234452953e+00,6.630280439935879144e+01,0.000000000000000000e+00
7.047337393430392893e+00,8.458966313708789642e+01,0.000000000000000000e+00
7.483676264624079977e+00,9.732148917544682831e+01,0.000000000000000000e+00
7.628299315500967737e+00,7.109130544156749920e+01,0.000000000000000000e+00
7.633856193598731465e+00,6.828691887965577223e+01,0.000000000000000000e+00
7.762343576032318282e+00,7.528331829124422825e+01,0.000000000000000000e+00
7.909243344903892137e+00,6.724729477661281862e+01,0.000000000000000000e+00
9.768062573244211677e+00,8.700411203035648100e+01,0.000000000000000000e+00
1.012694076401023580e+01,5.764519293817360790e+01,0.000000000000000000e+00
1.111462365282035769e+01,9.181074384637497587e+01,0.000000000000000000e+00
1.133714276607430449e+01,5.353145515796607867e+01,0.000000000000000000e+00
1.146290457007781960e+01,8.540917271953148315e+01,0.000000000000000000e+00
1.193070388550863115e+01,8.358196763195269341e+01,0.000000000000000000e+00
1.196133913947810079e+01,7.716726495140872544e+01,0.000000000000000000e+00
1.221729098909078459e+01,5.283353165115072869e+01,0.000000000000000000e+00
1.234904446476959450e+01,7.689353568457669041e+01,0.000000000000000000e+00
1.240604081345550824e+01,9.303287079988659514e+01,0.000000000000000000e+00
1.240792168894779302e+01,8.095041127835185080e+01,0.000000000000000000e+00
1.250629402007785274e+01,9.989535152419821884e+01,0.000000000000000000e+00
1.253368620903361474e+01,6.321915117574915399e+01,0.000000000000000000e+00
1.256263419856326635e+01,7.235136633782835247e+01,0.000000000000000000e+00
1.264332834089957558e+01,8.623196465790144316e+01,0.000000000000000000e+00
1.326260339646242059e+01,8.070140247940247491e+01,0.000000000000000000e+00
1.330337340782992683e+01,7.576052373865069001e+01,0.000000000000000000e+00
1.363074619924994835e+01,7.569670096834163076e+01,0.000000000000000000e+00
1.392683728114645980e+01,8.750294573581970781e+01,0.000000000000000000e+00
1.407797973264578850e+01,7.662791430130604908e+01,0.000000000000000000e+00
1.413621798151475595e+01,6.428774083540299955e+01,0.000000000000000000e+00
1.429171745817121497e+01,7.889476640571861310e+01,0.000000000000000000e+00
1.501232972655759390e+01,9.312400183707165979e+01,0.000000000000000000e+00
1.504960559708963785e+01,7.219843859957006771e+01,0.000000000000000000e+00
1.537191295832859872e+01,8.081701684071407499e+01,0.000000000000000000e+00
1.542081549125529349e+01,4.793011244391993841e+01,0.000000000000000000e+00
1.544513242906573680e+01,8.964398891520886536e+01,0.000000000000000000e+00
1.574591688560435543e+01,7.279459482379135693e+01,0.000000000000000000e+00
1.617624922773473628e+01,8.734801192210795762e+01,0.000000000000000000e+00
1.646764940654252030e+01,8.639296724643196512e+01,0.000000000000000000e+00
1.653381777872930769e+01,9.801093148096177288e+01,0.000000000000000000e+00
1.666673651851190030e+01,8.551056982020752173e+01,0.000000000000000000e+00
1.679466399198165050e+01,6.046975716370237564e+01,0.000000000000000000e+00
1.683773582474103137e+01,8.907821556733495072e+01,0.000000000000000000e+00
1.689563154127340994e+01,8.183570608876979691e+01,0.000000000000000000e+00
1.705881492411730704e+01,6.577509874234733900e+01,0.000000000000000000e+00
1.736652385118757635e+01,6.566902017673027103e+01,0.000000000000000000e+00
1.739742712797604440e+01,9.878817187450208337e+01,0.000000000000000000e+00
1.760346938740572043e+01,6.860005026857496091e+01,0.000000000000000000e+00
